fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality,quality_category,so2_ratio,acid_alcohol_balance,sugar_acid_ratio
6.9,0.765,0.18,2.4,0.11999999999999998,5.5,48.0,0.99612,3.4,0.6,10.3,6.0,1.0,0.11224489795918367,13.446475195822455,0.34777568468337916
6.9,0.635,0.17,2.4,0.11999999999999998,6.0,18.0,0.9961,3.4,0.59,10.3,6.0,1.0,0.3157894736842105,16.19496855345912,0.34777568468337916
8.3,0.43,0.3,3.4,0.079,7.0,34.0,0.99788,3.36,0.61,10.5,5.0,1.0,0.2,24.361948955916475,0.4095892061197446
7.1,0.52,0.03,2.6,0.076,21.0,92.0,0.99745,3.5,0.6,9.8,5.0,1.0,0.22580645161290322,18.809980806142036,0.3661456132939023
7.0,0.57,0.0,2.0,0.11999999999999998,12.0,45.0,0.99676,3.31,0.6,9.4,6.0,1.0,0.2608695652173913,16.462346760070055,0.285673475217826
6.5,0.46,0.14,2.4,0.114,9.0,37.0,0.99732,3.66,0.65,9.8,5.0,1.0,0.23684210526315788,21.25813449023861,0.36917397323488693
9.0,0.82,0.05,2.4,0.081,26.0,96.0,0.99814,3.36,0.53,10.0,5.0,1.0,0.26804123711340205,12.18026796589525,0.2666370403288524
6.5,0.46,0.14,2.4,0.114,9.0,37.0,0.99732,3.66,0.65,9.8,5.0,1.0,0.23684210526315788,21.25813449023861,0.36917397323488693
7.1,0.59,0.01,2.5,0.077,20.0,85.0,0.99746,3.55,0.59,9.8,5.0,1.0,0.23255813953488372,16.58206429780034,0.35206308970567524
9.9,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,9.5,5.0,1.0,0.1774193548387097,27.065527065527068,0.23229976770023228
9.9,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,9.5,5.0,1.0,0.1774193548387097,27.065527065527068,0.23229976770023228
10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,10.1,6.0,1.0,0.3220338983050847,18.00356506238859,0.21997800219978006
10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,10.1,6.0,1.0,0.3220338983050847,18.00356506238859,0.21997800219978006
8.6,0.63,0.17,2.9,0.099,21.0,119.0,0.998,3.09,0.52,9.3,5.0,1.0,0.175,14.73851030110935,0.33717009650040697
7.4,0.37,0.43,2.6,0.082,18.0,82.0,0.99708,3.33,0.68,9.7,6.0,1.0,0.21686746987951808,26.145552560646898,0.35130387785434397
8.8,0.64,0.17,2.9,0.084,25.0,122.0,0.99818,3.23,0.54,9.6,5.0,1.0,0.2032520325203252,14.976599063962558,0.32950801045335754
7.1,0.61,0.02,2.5,0.081,17.0,87.0,0.99745,3.48,0.6,9.7,6.0,1.0,0.19318181818181818,15.875613747954173,0.35206308970567524
7.7,0.6,0.0,2.6,0.055,7.0,13.0,0.99639,3.38,0.56,10.8,5.0,1.0,0.5,17.970049916805326,0.33761849110505127
10.1,0.27,0.54,2.3,0.065,7.0,26.0,0.99531,3.17,0.53,12.5,6.0,1.0,0.25925925925925924,46.125461254612546,0.22770022770022771
10.8,0.89,0.3,2.6,0.11999999999999998,7.0,60.0,0.99786,2.99,0.9999999999999999,10.2,5.0,1.0,0.11475409836065574,11.447811447811446,0.24071845199518563
8.7,0.46,0.31,2.5,0.11999999999999998,24.0,64.0,0.99746,3.1,0.74,9.6,5.0,1.0,0.36923076923076925,20.824295010845987,0.28732329617285374
9.3,0.37,0.44,1.6,0.04000000000000002,21.0,42.0,0.99526,3.24,0.81,10.8,7.0,2.0,0.4883720930232558,29.110512129380055,0.17202451349317277
9.4,0.5,0.34,3.6,0.082,5.0,14.0,0.9987,3.29,0.52,10.7,6.0,1.0,0.3333333333333333,21.357285429141715,0.3829379853207106
9.4,0.5,0.34,3.6,0.082,5.0,14.0,0.9987,3.29,0.52,10.7,6.0,1.0,0.3333333333333333,21.357285429141715,0.3829379853207106
7.2,0.61,0.08,3.6500000000000004,0.082,26.0,108.0,0.99641,3.25,0.51,9.4,5.0,1.0,0.23853211009174313,15.384615384615385,0.50687404527149
8.6,0.55,0.09,3.3,0.068,8.0,17.0,0.99735,3.23,0.44,10.0,5.0,1.0,0.4444444444444444,18.148820326678763,0.38367631670735963
5.1,0.585,0.0,1.7,0.044,14.0,86.0,0.99264,3.56,0.94,12.9,7.0,2.0,0.16091954022988506,22.013651877133107,0.33326798666928054
7.7,0.56,0.08,2.5,0.114,14.0,46.0,0.9971,3.24,0.66,9.6,6.0,1.0,0.2978723404255319,17.11229946524064,0.32463316452408775
8.4,0.52,0.22,2.7,0.084,4.0,18.0,0.99682,3.26,0.57,9.9,6.0,1.0,0.21052631578947367,19.001919385796544,0.32139031067730034
8.2,0.28,0.4,2.4,0.052,4.0,10.0,0.99356,3.33,0.7,12.8,7.0,2.0,0.36363636363636365,45.55160142348754,0.2926472381416901
8.4,0.25,0.39,2.0,0.041,4.0,10.0,0.99386,3.27,0.71,12.5,7.0,2.0,0.36363636363636365,49.800796812749006,0.23806689679800025
8.2,0.28,0.4,2.4,0.052,4.0,10.0,0.99356,3.33,0.7,12.8,7.0,2.0,0.36363636363636365,45.55160142348754,0.2926472381416901
7.4,0.53,0.12,1.9,0.11999999999999998,4.0,12.0,0.99702,3.26,0.86,9.2,5.0,1.0,0.3076923076923077,17.32580037664783,0.2567220645858667
7.6,0.48,0.31,2.8,0.07,4.0,15.0,0.99693,3.22,0.55,10.3,6.0,1.0,0.25,21.413721413721415,0.36837258255492694
7.3,0.49,0.1,2.6,0.068,4.0,14.0,0.99562,3.3,0.47,10.5,5.0,1.0,0.26666666666666666,21.384928716904277,0.3561156006026572
12.349999999999998,0.5,0.55,2.8,0.072,7.0,24.0,1.00012,3.09,0.68,10.9,6.0,1.0,0.28,21.756487025948104,0.22670229131244438
10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,5.0,1.0,0.5128205128205128,23.94678492239468,0.2314600499953708
6.9,0.39,0.24,2.1,0.102,4.0,7.0,0.99462,3.44,0.58,11.4,4.0,0.0,0.5,29.156010230179028,0.3043037240979568
12.349999999999998,0.41,0.54,2.8,0.103,19.0,41.0,0.99939,3.21,0.76,11.3,6.0,1.0,0.4523809523809524,27.493917274939175,0.22670229131244438
10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,5.0,1.0,0.5128205128205128,23.94678492239468,0.2314600499953708
9.8,0.51,0.19,3.2,0.081,8.0,30.0,0.9984,3.23,0.58,10.5,6.0,1.0,0.25806451612903225,20.54794520547945,0.32649729619426593
10.8,0.29,0.42,1.6,0.084,19.0,27.0,0.99545,3.28,0.73,11.9,6.0,1.0,0.6785714285714286,40.89347079037801,0.14813443199703732
7.1,0.715,0.0,2.35,0.071,21.0,47.0,0.99632,3.29,0.45,9.4,5.0,1.0,0.4375,13.128491620111733,0.33093930432333474
9.1,0.66,0.15,3.2,0.097,9.0,59.0,0.99976,3.28,0.54,9.6,5.0,1.0,0.15,14.523449319213311,0.35160971321832774
7.0,0.685,0.0,1.9,0.099,9.0,22.0,0.99606,3.34,0.6,9.7,5.0,1.0,0.391304347826087,14.139941690962097,0.2713898014569347
4.9,0.42,0.0,2.1,0.048,16.0,42.0,0.9922475000000001,3.6849999999999996,0.74,13.5,7.0,2.0,0.37209302325581395,32.066508313539195,0.42848398286064066
6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,5.0,1.0,0.40540540540540543,18.11460258780037,0.29846291598268915
6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,5.0,1.0,0.40540540540540543,18.11460258780037,0.29846291598268915
7.1,0.48,0.28,2.8,0.068,6.0,16.0,0.99682,3.24,0.53,10.3,5.0,1.0,0.35294117647058826,21.413721413721415,0.3943106604703563
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,5.0,1.0,0.39473684210526316,23.21041214750542,0.3943106604703563
7.5,0.27,0.34,2.3,0.05,4.0,8.0,0.9951,3.4,0.64,11.0,7.0,2.0,0.4444444444444444,40.59040590405904,0.30662578322890277
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,5.0,1.0,0.39473684210526316,23.21041214750542,0.3943106604703563
7.8,0.57,0.09,2.3,0.065,34.0,45.0,0.99417,3.46,0.74,12.7,7.5,,0.7391304347826086,22.24168126094571,0.29483399564158436
5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,6.0,1.0,0.64,18.16693944353519,0.3558718861209964
7.5,0.685,0.07,2.5,0.058,5.0,9.0,0.99632,3.38,0.55,10.9,4.0,0.0,0.5,15.889212827988338,0.3332888948140248
5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,6.0,1.0,0.64,18.16693944353519,0.3558718861209964
10.4,0.44,0.42,1.5,0.11999999999999998,34.0,48.0,0.99832,3.38,0.86,9.9,3.5,,0.6938775510204082,22.448979591836736,0.1442169022209403
11.6,0.47,0.44,1.6,0.11999999999999998,36.0,51.0,0.99836,3.38,0.86,9.9,4.0,0.0,0.6923076923076923,21.01910828025478,0.13791914490130164
8.8,0.685,0.26,1.6,0.088,16.0,23.0,0.99694,3.32,0.47,9.4,5.0,1.0,0.6666666666666666,13.702623906705538,0.18179752300874902
7.6,0.665,0.1,1.5,0.066,27.0,55.0,0.99655,3.39,0.51,9.3,5.0,1.0,0.48214285714285715,13.963963963963964,0.19734245494013947
6.7,0.28,0.28,2.4,0.04000000000000002,36.0,100.0,0.9922475000000001,3.26,0.39,11.7,7.0,2.0,0.3564356435643564,41.63701067615658,0.35815549917922695
6.7,0.28,0.28,2.4,0.04000000000000002,36.0,100.0,0.9922475000000001,3.26,0.39,11.7,7.0,2.0,0.3564356435643564,41.63701067615658,0.35815549917922695
10.1,0.31,0.35,1.6,0.075,9.0,28.0,0.99672,3.24,0.83,11.2,7.0,2.0,0.3103448275862069,36.0128617363344,0.15840015840015842
6.0,0.5,0.04,2.2,0.092,13.0,26.0,0.99647,3.46,0.47,10.0,5.0,1.0,0.48148148148148145,19.960079840319363,0.3666055657390435
11.1,0.42,0.47,2.65,0.085,9.0,34.0,0.99736,3.24,0.77,12.1,7.0,2.0,0.2571428571428571,28.741092636579573,0.2387172326817404
6.6,0.66,0.0,3.0,0.115,21.0,31.0,0.99629,3.45,0.63,10.3,5.0,1.0,0.65625,15.582450832072617,0.4544765944553856
10.6,0.5,0.45,2.6,0.119,34.0,68.0,0.99708,3.23,0.72,10.9,6.0,1.0,0.4927536231884058,21.756487025948104,0.2452598811432884
7.1,0.685,0.35,2.0,0.088,9.0,92.0,0.9963,3.28,0.62,9.4,5.0,1.0,0.0967741935483871,13.702623906705538,0.2816504717645402
9.9,0.25,0.46,1.7,0.062,26.0,42.0,0.9959,3.18,0.83,10.6,6.0,1.0,0.6046511627906976,42.23107569721115,0.1716998283001717
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,5.0,1.0,0.4375,15.28861154446178,0.28120606155288236
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,5.0,1.0,0.4375,15.28861154446178,0.28120606155288236
7.4,0.68,0.16,1.8,0.078,12.0,39.0,0.9977,3.5,0.7,9.9,6.0,1.0,0.3,14.537444933920705,0.2432103769760843
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,5.0,1.0,0.4375,15.28861154446178,0.28120606155288236
6.4,0.63,0.21,1.6,0.08,12.0,32.0,0.99689,3.58,0.66,9.8,5.0,1.0,0.36363636363636365,15.530903328050714,0.24996094360256207
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,5.0,1.0,0.391304347826087,22.041763341067284,0.20427910977314265
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,5.0,1.0,0.391304347826087,22.041763341067284,0.20427910977314265
8.0,0.42,0.32,2.5,0.08,26.0,122.0,0.99801,3.22,0.9999999999999999,9.7,5.0,1.0,0.21138211382113822,23.040380047505938,0.31246094238220223
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6.0,1.0,0.7321428571428571,30.193905817174517,0.16127298139984947
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6.0,1.0,0.7321428571428571,30.193905817174517,0.16127298139984947
7.6,0.735,0.02,2.5,0.071,10.0,14.0,0.99538,3.51,0.71,11.7,7.0,2.0,0.6666666666666666,15.896739130434781,0.3289040915668991
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6.0,1.0,0.7321428571428571,30.193905817174517,0.16127298139984947
8.2,0.26,0.34,2.5,0.073,16.0,47.0,0.99594,3.4,0.78,11.3,7.0,2.0,0.3333333333333333,43.29501915708812,0.3048408730642605
11.7,0.28,0.47,1.7,0.054,17.0,32.0,0.99686,3.15,0.67,10.6,7.0,2.0,0.5151515151515151,37.722419928825616,0.1452867276301171
6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2,6.0,1.0,0.6,19.96434937611408,0.2646669607410675
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,5.0,1.0,0.1744186046511628,15.297906602254429,0.3749479238994584
5.8,1.01,0.66,2.0,0.04000000000000002,15.0,88.0,0.99357,3.66,0.6,11.5,6.0,1.0,0.16853932584269662,11.374876360039567,0.34476814342354767
7.5,0.42,0.32,2.7,0.067,7.0,25.0,0.99628,3.24,0.44,10.4,5.0,1.0,0.2692307692307692,24.70308788598575,0.35995200639914676
7.2,0.62,0.06,2.5,0.078,17.0,84.0,0.99746,3.51,0.53,9.7,5.0,1.0,0.2,15.619967793880836,0.3471740036106096
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,5.0,1.0,0.1744186046511628,15.297906602254429,0.3749479238994584
7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.99748,3.51,0.54,9.7,5.0,1.0,0.1839080459770115,15.251572327044023,0.361060963755034
6.8,0.49,0.22,2.3,0.071,13.0,24.0,0.99438,3.41,0.83,11.3,6.0,1.0,0.52,23.014256619144604,0.33818556094691954
6.9,0.51,0.23,2.0,0.072,13.0,22.0,0.99438,3.4,0.84,11.2,6.0,1.0,0.5652173913043478,21.91780821917808,0.28981307056948263
6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2,6.0,1.0,0.6,19.96434937611408,0.2646669607410675
7.6,0.63,0.03,2.0,0.08,27.0,43.0,0.99578,3.44,0.64,10.9,6.0,1.0,0.6136363636363636,17.27416798732171,0.26312327325351925
7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,6.0,1.0,0.7045454545454546,16.480446927374302,0.2726918582002337
6.9,0.56,0.03,1.5,0.086,36.0,46.0,0.99522,3.53,0.57,10.6,5.0,1.0,0.7659574468085106,18.894830659536538,0.217359802927112
7.3,0.35,0.24,2.0,0.067,28.0,48.0,0.99576,3.43,0.54,10.0,4.0,0.0,0.5714285714285714,28.490028490028493,0.27393507738665934
9.1,0.21,0.37,1.6,0.067,6.0,10.0,0.99552,3.23,0.58,11.1,7.0,2.0,0.5454545454545454,52.60663507109005,0.17580485660916387
10.4,0.38,0.46,2.1,0.104,6.0,10.0,0.99664,3.12,0.65,11.8,7.0,2.0,0.5454545454545454,30.971128608923888,0.20190366310931643
8.8,0.31,0.4,2.8,0.109,7.0,16.0,0.99614,3.31,0.79,11.8,7.0,2.0,0.4117647058823529,37.942122186495176,0.31814566526531074
7.1,0.47,0.0,2.2,0.067,7.0,14.0,0.99517,3.4,0.58,10.9,4.0,0.0,0.4666666666666667,23.142250530785564,0.30981551894099424
7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,6.0,1.0,0.7045454545454546,16.480446927374302,0.2726918582002337
8.8,0.61,0.19,3.6500000000000004,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,6.0,1.0,0.42857142857142855,16.366612111292962,0.41472559936370873
7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,5.0,1.0,0.20224719101123595,15.806988352745424,0.3471740036106096
9.2,0.56,0.18,1.6,0.078,10.0,21.0,0.99576,3.15,0.49,9.9,5.0,1.0,0.45454545454545453,17.64705882352941,0.1738941419410934
7.6,0.715,0.0,2.1,0.068,30.0,35.0,0.99533,3.48,0.65,11.4,6.0,1.0,0.8333333333333334,15.921787709497208,0.2762794369161953
8.4,0.31,0.29,3.1,0.11999999999999998,14.0,26.0,0.99536,3.22,0.78,12.0,6.0,1.0,0.5185185185185185,38.58520900321543,0.36900369003690037
7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,5.0,1.0,0.20224719101123595,15.806988352745424,0.3471740036106096
8.8,0.61,0.19,3.6500000000000004,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,6.0,1.0,0.42857142857142855,16.366612111292962,0.41472559936370873
8.9,0.75,0.14,2.5,0.086,9.0,30.0,0.99824,3.34,0.64,10.5,5.0,1.0,0.2903225806451613,13.981358189081226,0.2808673182788451
9.0,0.8,0.12,2.4,0.083,8.0,28.0,0.99836,3.33,0.65,10.4,6.0,1.0,0.27586206896551724,12.983770287141073,0.2666370403288524
10.7,0.52,0.38,2.6,0.066,29.0,56.0,0.99577,3.15,0.79,12.1,7.0,2.0,0.5087719298245614,23.224568138195774,0.24296794692084855
6.8,0.57,0.0,2.5,0.072,32.0,64.0,0.99491,3.43,0.56,11.2,6.0,1.0,0.49230769230769234,19.614711033274958,0.3675930010292604
10.7,0.9,0.34,3.6500000000000004,0.112,23.0,99.0,1.0011875,3.22,0.68,9.3,5.0,1.0,0.23,10.321864594894562,0.3410896177927297
7.2,0.34,0.24,2.0,0.071,30.0,52.0,0.99576,3.44,0.58,10.1,5.0,1.0,0.5660377358490566,29.618768328445743,0.2777392028884877
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,5.0,1.0,0.1839080459770115,14.674735249621783,0.31940008332176084
10.1,0.45,0.23,1.9,0.082,10.0,18.0,0.99774,3.22,0.65,9.3,6.0,1.0,0.5263157894736842,20.620842572062084,0.1881001881001881
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,5.0,1.0,0.1839080459770115,14.674735249621783,0.31940008332176084
7.2,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,3.53,0.58,9.8,6.0,1.0,0.19101123595505617,15.530903328050714,0.3055131231773365
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,6.0,1.0,0.6136363636363636,18.104906937394247,0.3238980425292212
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,7.0,2.0,0.38636363636363635,40.19292604501608,0.28912179255511383
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,6.0,1.0,0.6136363636363636,18.104906937394247,0.3238980425292212
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,7.0,2.0,0.38636363636363635,40.19292604501608,0.28912179255511383
8.3,1.0150000000000001,0.02,3.4,0.084,6.0,11.0,0.99892,3.48,0.49,11.0,3.5,,0.5,10.826771653543307,0.4095892061197446
8.9,0.31,0.36,2.6,0.056,10.0,39.0,0.99562,3.4,0.69,11.8,5.0,1.0,0.25,37.942122186495176,0.2921020110099989
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7.0,2.0,0.47058823529411764,16.9811320754717,0.32428050263477903
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7.0,2.0,0.47058823529411764,16.9811320754717,0.32428050263477903
6.8,0.59,0.06,3.6500000000000004,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7.0,2.0,0.5789473684210527,18.274111675126907,0.5366857815027203
6.8,0.59,0.06,3.6500000000000004,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7.0,2.0,0.5789473684210527,18.274111675126907,0.5366857815027203
9.2,0.58,0.2,3.0,0.081,15.0,115.0,0.998,3.23,0.59,9.5,5.0,1.0,0.12931034482758622,16.351118760757316,0.3260515161395501
7.2,0.54,0.27,2.6,0.084,12.0,78.0,0.9964,3.39,0.71,11.0,5.0,1.0,0.1518987341772152,20.33271719038817,0.361060963755034
6.1,0.56,0.0,2.2,0.079,6.0,9.0,0.9948,3.59,0.54,11.5,6.0,1.0,0.6,20.49910873440285,0.36059662350434357
7.4,0.52,0.13,2.4,0.078,34.0,61.0,0.99528,3.43,0.59,10.8,6.0,1.0,0.5483870967741935,20.72936660268714,0.32428050263477903
7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,6.0,1.0,0.5833333333333334,37.58169934640523,0.16436104643199562
9.3,0.38,0.48,3.6500000000000004,0.11999999999999998,3.0,11.0,0.99577,3.23,0.57,13.2,6.0,1.0,0.25,34.64566929133858,0.3924309214063004
9.1,0.28,0.46,3.6500000000000004,0.114,3.0,9.0,0.99901,3.18,0.6,10.9,6.0,1.0,0.3,38.79003558718861,0.40105482913965507
10.0,0.46,0.44,2.9,0.065,4.0,8.0,0.99674,3.33,0.62,12.2,6.0,1.0,0.4444444444444444,26.464208242950107,0.28997100289971006
9.4,0.395,0.46,3.6500000000000004,0.094,3.0,10.0,0.99639,3.27,0.64,12.2,7.0,2.0,0.2727272727272727,30.808080808080806,0.38825656845016493
7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,6.0,1.0,0.5833333333333334,37.58169934640523,0.16436104643199562
8.6,0.315,0.4,2.2,0.079,3.0,6.0,0.99512,3.27,0.67,11.9,6.0,1.0,0.42857142857142855,37.65822784810127,0.2557842111382398
5.3,0.715,0.19,1.5,0.11999999999999998,7.0,62.0,0.99395,3.62,0.61,11.0,5.0,1.0,0.1111111111111111,15.363128491620113,0.2829654782116582
6.8,0.41,0.31,3.6500000000000004,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,6.0,1.0,0.5652173913043478,24.574209245742093,0.5366857815027203
8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,6.0,1.0,0.4,30.470914127423825,0.2618735864778003
8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,6.0,1.0,0.8085106382978723,19.001610305958135,0.21426020711820024
9.6,0.41,0.37,2.3,0.091,10.0,23.0,0.99786,3.24,0.56,10.5,5.0,1.0,0.4166666666666667,25.547445255474454,0.2395583793354859
8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,6.0,1.0,0.4,30.470914127423825,0.2618735864778003
8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,6.0,1.0,0.8085106382978723,19.001610305958135,0.21426020711820024
6.8,0.41,0.31,3.6500000000000004,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,6.0,1.0,0.5652173913043478,24.574209245742093,0.5366857815027203
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,5.0,1.0,0.4827586206896552,23.779193205944797,0.26741076618997794
8.6,0.22,0.36,1.9,0.064,42.0,77.0,0.99604,3.47,0.87,11.0,7.0,2.0,0.5384615384615384,49.7737556561086,0.22090454598302525
9.4,0.24,0.33,2.3,0.061,42.0,73.0,0.99786,3.47,0.9,10.2,6.0,1.0,0.5675675675675675,42.32365145228216,0.2446548239548984
8.4,0.67,0.19,2.2,0.093,11.0,75.0,0.99736,3.2,0.59,9.2,4.0,0.0,0.14473684210526316,13.710879284649774,0.2618735864778003
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,5.0,1.0,0.4827586206896552,23.779193205944797,0.26741076618997794
8.7,0.33,0.38,3.3,0.063,10.0,19.0,0.99468,3.3,0.73,12.0,7.0,2.0,0.5,36.25377643504532,0.3792667509481669
6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.6849999999999996,0.73,10.5,5.0,1.0,0.3076923076923077,17.18494271685761,0.28783517648841084
7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,5.0,1.0,0.3333333333333333,16.039279869067105,0.2702337521956492
7.6,0.4,0.29,1.9,0.078,29.0,66.0,0.9971,3.45,0.59,9.5,6.0,1.0,0.43283582089552236,23.69077306733167,0.2499671095908433
7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,5.0,1.0,0.3333333333333333,16.039279869067105,0.2702337521956492
6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.6849999999999996,0.73,10.5,5.0,1.0,0.3076923076923077,17.18494271685761,0.28783517648841084
8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,6.0,1.0,0.2602739726027397,39.202657807308974,0.26133393932507665
8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,6.0,1.0,0.2602739726027397,39.202657807308974,0.26133393932507665
12.0,0.63,0.5,1.4,0.071,6.0,26.0,0.99791,3.07,0.6,10.4,4.0,0.0,0.2222222222222222,16.48177496038035,0.11665694525456212
7.2,0.38,0.38,2.8,0.068,23.0,42.0,0.99356,3.34,0.72,12.9,7.0,2.0,0.5348837209302325,33.85826771653544,0.3888348840438827
6.2,0.46,0.17,1.6,0.073,7.0,11.0,0.99425,3.61,0.54,11.4,5.0,1.0,0.5833333333333334,24.72885032537961,0.2580228995323335
9.6,0.33,0.52,2.2,0.074,13.0,25.0,0.99509,3.36,0.76,12.4,7.0,2.0,0.5,37.46223564954683,0.22914279762524742
9.9,0.27,0.49,3.6500000000000004,0.082,9.0,17.0,0.99484,3.19,0.52,12.5,7.0,2.0,0.5,46.125461254612546,0.3686496313503687
10.1,0.43,0.4,2.6,0.092,13.0,52.0,0.99834,3.22,0.64,10.0,7.0,2.0,0.24528301886792453,23.20185614849188,0.25740025740025746
9.8,0.5,0.34,2.3,0.094,10.0,45.0,0.99864,3.24,0.6,9.7,7.0,2.0,0.21739130434782608,19.361277445109778,0.2346699316396286
8.3,0.3,0.49,3.6500000000000004,0.09,11.0,24.0,0.99498,3.27,0.64,12.1,7.0,2.0,0.44,40.199335548172755,0.43970605951090236
10.2,0.44,0.42,2.0,0.071,7.0,20.0,0.99566,3.14,0.79,11.1,7.0,2.0,0.3333333333333333,25.170068027210885,0.1960592098813842
10.2,0.44,0.58,3.6500000000000004,0.092,11.0,24.0,0.99745,3.29,0.99,12.0,7.0,2.0,0.44,27.210884353741495,0.3578080580335262
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,7.0,2.0,0.46153846153846156,44.12811387900356,0.2529815684857246
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,7.0,2.0,0.45454545454545453,98.34710743801654,0.20222446916076847
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,7.0,2.0,0.45454545454545453,98.34710743801654,0.20222446916076847
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,7.0,2.0,0.45454545454545453,98.34710743801654,0.20222446916076847
